,Left_Hand_Side,Right_Hand_Side,Support,Confidence,Lift
0,"('CL_0.6_1', 'ATEMP_300_400')","('Qualified',)",0.008121277747698972,0.5357142857142858,7.670265780730898
0,"('CL_0.6_1', 'HTIME_1440_2880')","('Qualified',)",0.004331348132106118,0.5,7.15891472868217
0,"('MDP_1_Ru', 'HTIME_2880')","('Qualified',)",0.004872766648619383,0.5,7.15891472868217
0,"('MDP_1_Ru', 'CL_0.6_1')","('Qualified',)",0.01028695181375203,0.48717948717948717,6.9753528125621145
0,"('CL_1_5', 'MDP_1_Ru')","('Qualified',)",0.004331348132106118,0.47058823529411764,6.737802097583219
0,"('ATIME_180_360', 'CL_0.6_1')","('Qualified',)",0.005955603681645912,0.45833333333333326,6.562338501291988
0,"('ATIME_180_360', 'MDP_2_Co')","('Qualified',)",0.004331348132106118,0.4444444444444445,6.363479758828596
0,"('HTIME_0_60', 'ATEMP_800_1000')","('Qualified',)",0.004331348132106118,0.4444444444444445,6.363479758828596
0,"('SL_0.1_0.2', 'CL_0.3_0.6')","('Qualified',)",0.004331348132106118,0.4444444444444445,6.363479758828596
0,"('CL_0.3_0.6', 'HTEMP_100_150')","('Qualified',)",0.006497022198159177,0.41379310344827586,5.924619085805934
0,"('MDP_1_Ru', 'LSV_0_5')","('Qualified',)",0.009745533297238766,0.36734693877551017,5.259610821072615
0,"('MDP_1_Ru', 'ATIME_180_360')","('Qualified',)",0.01136978884677856,0.35593220338983045,5.09617658651951
0,"('MDP_1_Ru', 'MDP2PP_0_10')","('Qualified',)",0.004331348132106118,0.34782608695652173,4.980114593865857
0,"('ATEMP_300_400', 'LSV_0_5')","('Qualified',)",0.005414185165132647,0.3333333333333333,4.772609819121446
0,"('MDP_1_Ru', 'HTEMP_RTEMP')","('Qualified',)",0.023822414726583648,0.32116788321167883,4.598426979007526
0,"('Qualified',)","('MDP_1_Ru', 'HTEMP_RTEMP')",0.023822414726583648,0.3410852713178294,4.598426979007525
0,"('MDP_1_Ru', 'MDP_2_Co')","('Qualified',)",0.004331348132106118,0.32,4.5817054263565895
0,"('HTIME_0_60', 'MDP_1_Ru')","('Qualified',)",0.009204114780725501,0.3148148148148148,4.507464829170256
0,"('MDP_1_Ru', 'ATEMP_300_400')","('Qualified',)",0.012994044396318355,0.3037974683544304,4.3497203414777745
0,"('MDP2PP_40_51', 'HTEMP_100_150')","('Qualified',)",0.006497022198159177,0.30000000000000004,4.2953488372093025
0,"('MDP_1_Ru', 'ATIME_0_60')","('Qualified',)",0.004872766648619383,0.3,4.295348837209302
0,"('CL_0.6_1', 'LSV_0_5')","('Qualified',)",0.004331348132106118,0.29629629629629634,4.242319839219064
0,"('SL_0.1_0.2', 'HTEMP_100_150')","('Qualified',)",0.005414185165132647,0.29411764705882354,4.2111263109895125
0,"('MDP2PP_40_51', 'CL_0.3_0.6')","('Qualified',)",0.009204114780725501,0.29310344827586204,4.196605185779203
0,"('ATIME_180_360', 'HTIME_1440_2880')","('Qualified',)",0.005414185165132647,0.2857142857142857,4.0908084163898115
0,"('MDP_1_Ru', 'ATEMP_800_1000')","('Qualified',)",0.005414185165132647,0.2777777777777778,3.9771748492678727
0,"('MDP_1_Ru', 'HTIME_1440_2880')","('Qualified',)",0.005414185165132647,0.2777777777777778,3.9771748492678727
0,"('MDP_1_Ru', 'CL_0.3_0.6')","('Qualified',)",0.009745533297238766,0.27692307692307694,3.9649373881932024
0,"('ATIME_180_360', 'ATEMP_300_400')","('Qualified',)",0.009204114780725501,0.26153846153846155,3.7446630888491352
0,"('HTEMP_RTEMP', 'CL_0.6_1')","('Qualified',)",0.009745533297238766,0.2571428571428571,3.68172757475083
0,"('Post-processing Acid Wash etc._True', 'ATEMP_300_400')","('Qualified',)",0.006497022198159177,0.2553191489361702,3.655616031667491
0,"('Hydrothermal Stirring', 'HTIME_1440_2880')","('Qualified',)",0.006497022198159177,0.2553191489361702,3.655616031667491
0,"('MDP2PP_30_40', 'MDP_1_Ru')","('Qualified',)",0.006497022198159177,0.2553191489361702,3.655616031667491
0,"('Qualified',)","('MDP_1_Ru', 'EPC_OVER1')",0.03302652950730915,0.4728682170542636,3.6240149248930487
0,"('MDP_1_Ru', 'EPC_OVER1')","('Qualified',)",0.03302652950730915,0.25311203319502074,3.6240149248930487
0,"('MDP_1_Ru', 'SL_0')","('Qualified',)",0.027612344342176503,0.2524752475247525,3.6148975362652545
0,"('Qualified',)","('MDP_1_Ru', 'SL_0')",0.027612344342176503,0.3953488372093023,3.614897536265254
0,"('Qualified',)","('MDP_1_Ru', 'Hydrothermal Weak Reductant in Liquid_False')",0.03410936654033568,0.4883720930232558,3.509818116007601
0,"('MDP_1_Ru', 'Hydrothermal Weak Reductant in Liquid_False')","('Qualified',)",0.03410936654033568,0.245136186770428,3.509818116007601
0,"('MDP_3_Ir', 'Hydrothermal Still')","('Qualified',)",0.004331348132106118,0.24242424242424243,3.4709889593610526
0,"('MDP_1_Ru', 'MDP2PP_0')","('Qualified',)",0.01136978884677856,0.2413793103448276,3.456027800053462
0,"('MDP_1_Ru', 'MDP1PP_100')","('Qualified',)",0.01136978884677856,0.2413793103448276,3.456027800053462
0,"('MDP_1_Ru', 'MDP2PP_20_30')","('Qualified',)",0.006497022198159177,0.24,3.4362790697674415
0,"('ATEMP_500_600', 'MDP_1_Ru')","('Qualified',)",0.004872766648619383,0.2368421052631579,3.3910648714810283
0,"('MDP_1_Ru', 'Carbon Paper')","('Qualified',)",0.012994044396318355,0.23529411764705882,3.3689010487916096
