,Left_Hand_Side,Right_Hand_Side,Support,Confidence,Lift
0,MDP_2_Sr,Qualified,0.006497022198159177,0.7999999999999999,3.261810154525386
0,MDP_2_Zn,Qualified,0.007038440714672442,0.6842105263157895,2.7897060532125018
0,MDP_1_Zn,Qualified,0.004331348132106118,0.5714285714285715,2.329864396089562
0,MDP_2_W,Qualified,0.004331348132106118,0.5333333333333333,2.1745401030169242
0,MDP_2_Ru,Qualified,0.07092582566323768,0.5198412698412699,2.119529415887032
0,MDP_1_Ru,Qualified,0.10178668110449378,0.5193370165745856,2.117473442854878
0,MDP_2_Au,Qualified,0.005414185165132647,0.5,2.0386313465783665
0,MDP_4_Sb,Qualified,0.004872766648619383,0.5,2.0386313465783665
0,HTIME_1440_2880,Qualified,0.027612344342176503,0.49514563106796117,2.0188388092329457
0,MDP_3_Co,Qualified,0.01028695181375203,0.4523809523809524,1.8444759802375696
0,MDP_3_Ru,Qualified,0.01028695181375203,0.42222222222222217,1.7215109148883982
0,ATEMP_300_400,Qualified,0.06063887384948565,0.4163568773234201,1.6975963629500153
0,HTEMP_LOWER_THAN_TEMP,Qualified,0.007579859231185706,0.4117647058823529,1.6788728736527723
0,CL_0.6_1,Qualified,0.028695181375203032,0.4076923076923077,1.662268636440822
0,MDP4PP_0_5,Qualified,0.005955603681645912,0.4074074074074074,1.6611070231379281
0,MDP_1_Na,Qualified,0.014076881429344884,0.3939393939393939,1.6061943942738643
0,CL_0.3_0.6,Qualified,0.04981050351922036,0.39316239316239315,1.6030263579932453
0,MDP_1_S,Qualified,0.005414185165132647,0.3846153846153846,1.5681779589064355
0,ATEMP_800_1000,Qualified,0.026529507309149974,0.3798449612403101,1.5487276896486815
0,Post-processing Acid Wash etc._True,Qualified,0.03952355170546833,0.365,1.4882008830022075
0,ATIME_180_360,Qualified,0.06280454791553872,0.36137071651090347,1.4734033408292246
0,MDP_1_Pd,Qualified,0.004872766648619383,0.36,1.4678145695364238
0,HTIME_2880,Qualified,0.015159718462371413,0.358974358974359,1.4636327616460068
0,MDP3PP_15_25,Qualified,0.01353546291283162,0.35714285714285715,1.456165247555976
0,SL_0.5_1,Qualified,0.017866811044937737,0.35106382978723405,1.4313794561082147
0,MDP_1_Cu,Qualified,0.008121277747698972,0.34883720930232565,1.4223009394732793
0,MDP_2_S,Qualified,0.004872766648619383,0.3333333333333333,1.3590875643855775
0,MDP1PP_25_50,Qualified,0.017325392528424473,0.326530612244898,1.3313510834797497
0,HTEMP_RTEMP,Qualified,0.11586356253383866,0.3218045112781955,1.3120815283241216
0,ATIME_120_180,Qualified,0.05305901461829995,0.32131147540983607,1.3100712915716717
0,MDP_2_Mn,Qualified,0.005955603681645912,0.3142857142857143,1.281425417849259
0,CL_1_5,Qualified,0.02165674066053059,0.31007751937984496,1.2642675017540257
0,HTIME_720_1440,Qualified,0.04981050351922036,0.30564784053156147,1.246206537443254
0,EPC_OVER1,Qualified,0.1797509474824039,0.30347349177330896,1.2373411463693194
0,MDP2PP_10_20,Qualified,0.03627504060638874,0.30316742081447967,1.236093214667426
0,MDP_2_Co,Qualified,0.01570113697888468,0.29896907216494845,1.2189754443458274
0,LSV_0_5,Qualified,0.03952355170546833,0.2967479674796748,1.2099194170749654
0,ATEMP_500_600,Qualified,0.028695181375203032,0.29444444444444445,1.2005273485405936
