DOI,Country,Facility,Journal,Impact Factor,Published Date,Cited Times,Number of days until 01/20/2023,Average cited times per day,Metal_Dopant_1,Metal_Dopant_2,Metal_Dopant_3,Metal_Dopant_4,Sample Name,Metal_Dopant_1_Proportion_Precursor,Metal_Dopant_2_Proportion_Precursor,Metal_Dopant_3_Proportion_Precursor,Metal_Dopant_4_Proportion_Precursor,Hydrothermal/Mixing Temperature (degree),Hydrothermal/Mixing Time (min),Hydrothermal/Mixing Strring/Ultrasonication,Hydrothermal/Mixing Strong Reductant in Liquid,Hydrothermal/Mixing Weak Reductant in Liquid,Hydrothermal/Mixing Mixed in Solid or Liquired,Annealing Temperature (degree),Annealing Rising Rate degree min-1,Annealing Time (min),Annealing Stirring,Annealing Inert Atmosphere,Annealing Reductive Atmosphere,Post ProcessingAcid Wash/Leaching/Quenching/Ultrasonication,Catalyst Loading (mg cm -2),Support Material Loading (mg cm -2),Support not Carbon,Electrode type Glassy Carbon/Carbon Paper (Ti Mesh),LSV Scanning Speed mV s-1,Electrolyte Proton Concentration (M),O2 saturated/1 for yes,Overpotential mV @10 mA cm-2
3rd batch,Hong Kong,HKUST,EXP,0,2/26/2023,0,0,0,Na,Ru,Pd,Cr,B3_VARIANCE_400_#5_Full(#13),40,28,26,6,60,1440,1,0,1,0,400,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,212
3rd batch,Hong Kong,HKUST,EXP,0,2/26/2023,0,0,0,Ru,Sr,Ce,Li,B3_BEST_400_#1_High_Quality(#14),59,27,12,2,52,1302,1,0,0,0,400,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,225
3rd batch,Hong Kong,HKUST,EXP,0,2/26/2023,0,0,0,Ru,Sr,Ir,Li,B3_BEST_400_#2_High_Quality(#15),56,30,9,5,50,1339,1,0,0,0,400,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,219
3rd batch,Hong Kong,HKUST,EXP,0,2/26/2023,0,0,0,Ru,Sr,Ba,Li,B3_BEST_400_#3_High_Quality(#16),55,26,11,8,48,915,1,0,1,0,400,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,219
3rd batch,Hong Kong,HKUST,EXP,0,2/26/2023,0,0,0,Ru,Ce,Ba,Li,B3_BEST_400_#4_High_Quality(#17),53,29,15,3,29,827,1,0,0,0,400,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,207
3rd batch,Hong Kong,HKUST,EXP,0,2/26/2023,0,0,0,Ru,Sr,Ir,None,B3_BEST_400_#5_High_Quality(#18),52,33,15,0,50,1104,1,0,0,0,400,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,189
3rd batch,Hong Kong,HKUST,EXP,0,2/26/2023,0,0,0,Ru,Sr,Er,Nd,B3_BEST_400_#6_High_Quality(#19),52,33,9,6,53,915,1,0,1,0,400,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,187
3rd batch,Hong Kong,HKUST,EXP,0,2/26/2023,0,0,0,Ru,Ca,Na,Li,B3_BEST_400_#7_High_Quality(#20),48,26,22,4,26,945,1,0,1,0,400,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,225
3rd batch,Hong Kong,HKUST,EXP,0,2/26/2023,0,0,0,Ru,Cr,Ni,Ti,B3_BEST_400_#8_High_Quality(#21),42,33,19,6,39,1357,1,0,0,0,400,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,228
3rd batch,Hong Kong,HKUST,EXP,0,2/26/2023,0,0,0,Ru,Sr,Ni,Zn,B3_VARIANCE_400_#1_High_Quality(#22),42,30,27,1,29,1440,1,0,0,1,400,1.67,360,0,0,0,0,0.5,0,0,0,5,1,1,193
3rd batch,Hong Kong,HKUST,EXP,0,2/26/2023,0,0,0,Ru,Ca,Na,Li,B3_VARIANCE_400_#2_High_Quality(#23),41,24,24,11,60,1339,1,0,0,1,400,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,188
3rd batch,Hong Kong,HKUST,EXP,0,2/26/2023,0,0,0,Ru,Ba,Ir,Ni,B3_VARIANCE_400_#3_High_Quality(#24),41,28,27,4,59,1440,1,0,0,0,400,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,234
3rd batch,Hong Kong,HKUST,EXP,0,2/26/2023,0,0,0,Ru,K,Mn,Re,B3_VARIANCE_400_#4_High_Quality(#25),40,30,26,4,60,641,1,0,0,0,400,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,237
3rd batch,Hong Kong,HKUST,EXP,0,2/26/2023,0,0,0,Ru,K,Sr,Ni,B3_VARIANCE_400_#5_High_Quality(#26),41,33,24,2,47,1440,1,0,1,0,400,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,211
3rd batch,Hong Kong,HKUST,EXP,0,2/26/2023,0,0,0,Ru,Zn,K,Li,B3_BEST_500_#1_Full,59,18,16,7,25,997,1,0,0,0,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,244
3rd batch,Hong Kong,HKUST,EXP,0,2/26/2023,0,0,0,Ru,Cr,Sm,Li,B3_BEST_500_#2_Full,57,18,16,9,47,1273,1,0,1,0,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,195
3rd batch,Hong Kong,HKUST,EXP,0,2/26/2023,0,0,0,Ru,Zn,Ni,Zr,B3_BEST_500_#3_Full,56,21,17,6,41,1440,1,0,1,0,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,228
3rd batch,Hong Kong,HKUST,EXP,0,2/26/2023,0,0,0,Ru,Zn,K,Li,B3_BEST_500_#4_Full,54,24,20,2,60,1149,1,0,1,0,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,238
3rd batch,Hong Kong,HKUST,EXP,0,2/26/2023,0,0,0,Ru,Mn,La,Ti,B3_BEST_500_#5_Full,53,26,15,6,32,1094,1,0,1,0,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,184
3rd batch,Hong Kong,HKUST,EXP,0,2/26/2023,0,0,0,Ru,Zn,Cr,Li,B3_BEST_500_#6_Full,53,30,12,5,50,1440,1,0,1,0,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,249
3rd batch,Hong Kong,HKUST,EXP,0,2/26/2023,0,0,0,Ru,Sr,K,Li,B3_BEST_500_#7_Full,49,31,10,10,41,1218,1,0,0,0,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,266
3rd batch,Hong Kong,HKUST,EXP,0,2/26/2023,0,0,0,Ru,Sr,K,Li,B3_BEST_500_#8_Full,41,32,17,10,49,1231,1,0,1,0,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,275
3rd batch,Hong Kong,HKUST,EXP,0,2/26/2023,0,0,0,Na,K,Al,Ir,B3_500_VARIANCE_#1_Full(#9),38,28,22,12,56,1440,1,0,0,0,500,1.67,360,0,0,0,0,0.5,0,0,0,5,1,1,466
3rd batch,Hong Kong,HKUST,EXP,0,2/26/2023,0,0,0,Na,Ca,Li,Ir,B3_VARIANCE_500_#2_Full(#10),36,28,25,11,39,1440,1,0,0,0,500,1.67,360,0,0,0,0,0.5,0,0,0,5,1,1,349
3rd batch,Hong Kong,HKUST,EXP,0,2/26/2023,0,0,0,Ir,Ru,Au,K,B3_VARIANCE_500_#3_Full(#11),49,38,10,3,60,417,1,0,1,0,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,273
3rd batch,Hong Kong,HKUST,EXP,0,2/26/2023,0,0,0,Ru,Na,Ir,K,B3_VARIANCE_500_#4_Full(#12),56,27,14,3,60,434,1,0,0,1,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,236
3rd batch,Hong Kong,HKUST,EXP,0,2/26/2023,0,0,0,Ru,Sr,Ni,Na,B3_VARIANCE_500_#5_Full(#13),43,27,24,6,52,402,1,0,0,0,500,1.67,360,0,0,0,0,0.5,0,0,0,5,1,1,219
3rd batch,Hong Kong,HKUST,EXP,0,2/26/2023,0,0,0,Ru,Sr,Pr,Li,B3_BEST_500_#1_High_Quality(#14),60,23,10,7,34,1178,1,0,1,0,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,194
3rd batch,Hong Kong,HKUST,EXP,0,2/26/2023,0,0,0,Ru,Cr,Sr,None,B3_BEST_500_#2_High_Quality(#15),60,30,10,0,60,1219,1,0,0,0,500,1.67,360,0,0,0,0,0.5,0,0,0,5,1,1,221
3rd batch,Hong Kong,HKUST,EXP,0,2/26/2023,0,0,0,Ru,Na,Ti,None,B3_BEST_500_#3_High_Quality(#16),54,32,14,0,60,735,1,0,0,0,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,238
3rd batch,Hong Kong,HKUST,EXP,0,2/26/2023,0,0,0,Ru,K,Li,Gd,B3_BEST_500_#4_High_Quality(#17),53,28,15,4,43,762,1,0,0,0,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,217
3rd batch,Hong Kong,HKUST,EXP,0,2/26/2023,0,0,0,Ru,Sr,Na,Li,B3_BEST_500_#5_High_Quality(#18),51,27,19,3,38,1162,1,0,1,0,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,220
3rd batch,Hong Kong,HKUST,EXP,0,2/26/2023,0,0,0,Ru,Ca,K,Gd,B3_BEST_500_#6_High_Quality(#19),48,31,16,5,55,797,1,0,0,0,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,186
3rd batch,Hong Kong,HKUST,EXP,0,2/26/2023,0,0,0,Ru,Sr,K,Re,B3_BEST_500_#7_High_Quality(#20),46,28,17,9,47,568,1,0,0,0,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,217
3rd batch,Hong Kong,HKUST,EXP,0,2/26/2023,0,0,0,Ru,Na,Ca,Ta,B3_BEST_500_#8_High_Quality(#21),43,34,21,2,60,420,1,0,1,0,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,216
3rd batch,Hong Kong,HKUST,EXP,0,2/26/2023,0,0,0,Ru,K,Li,Pr,B3_VARIANCE_500_#1_High_Quality(#22),43,26,25,6,60,1105,1,0,1,0,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,174
3rd batch,Hong Kong,HKUST,EXP,0,2/26/2023,0,0,0,Ru,Ba,W,Ni,B3_VARIANCE_500_#2_High_Quality(#23),38,33,24,5,28,1440,1,0,1,0,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,229
3rd batch,Hong Kong,HKUST,EXP,0,2/26/2023,0,0,0,Ca,Ru,Ir,Mo,B3_VARIANCE_500_#3_High_Quality(#24),38,33,24,5,60,1440,1,0,0,0,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,299
3rd batch,Hong Kong,HKUST,EXP,0,2/26/2023,0,0,0,Ru,Na,Ce,Ni,B3_VARIANCE_500_#4_High_Quality(#25),37,33,26,4,25,1440,1,0,0,0,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,259
3rd batch,Hong Kong,HKUST,EXP,0,2/26/2023,0,0,0,Li,Ru,Mn,Ni,B3_VARIANCE_500_#5_High_Quality(#26),34,31,30,5,34,1425,1,0,0,0,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,423
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Ru,Mn,Ni,K,B4_BEST_400_#1_Full,69,21,6,4,35,1440,1,0,1,0,400,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,205
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Ru,K,Sr,Nd,B4_BEST_400_#2_Full,42,31,22,5,60,706,1,0,0,0,400,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,172
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Ru,Ca,Sr,Pr,B4_BEST_400_#3_Full,41,39,15,5,60,532,1,0,0,0,400,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,195
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Ru,Mn,Pd,Na,B4_BEST_400_#4_Full,53,23,15,9,39,1440,1,0,1,0,400,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,227
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Ru,Mn,Sm,Li,B4_BEST_400_#5_Full,56,24,14,6,33,1440,1,0,1,0,400,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,210
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Ru,Mn,Er,Li,B4_BEST_400_#6_Full,57,22,16,5,47,902,1,0,0,0,400,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,205
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Ru,Cr,Sm,Na,B4_BEST_400_#7_Full,52,24,19,5,60,1005,1,0,1,0,400,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,233
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Ru,Mn,Nd,Na,B4_BEST_400_#8_Full,57,22,16,5,36,1440,1,0,1,0,400,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,212
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Na,Sr,K,Ru,B4_VARIANCE_400_#1_Full(#9),52,29,13,6,45,835,1,0,0,0,400,1.67,360,0,0,0,0,0.5,0,0,0,5,1,1,378
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Li,Sr,Na,Ru,B4_VARIANCE_400_#2_Full(#10),40,39,12,9,34,436,1,0,0,1,400,1.67,360,0,0,0,0,0.5,0,0,0,5,1,1,362
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Li,Ba,Ca,Ru,B4_VARIANCE_400_#3_Full(#11),42,36,12,10,47,828,1,0,0,0,400,1.67,360,0,0,0,0,0.5,0,0,0,5,1,1,391
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Na,Li,F,Ru,B4_VARIANCE_400_#4_Full(#12),38,34,21,7,60,1440,1,0,0,1,400,1.67,360,0,0,0,0,0.5,0,0,0,5,1,1,402
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Na,Li,N,Ru,B4_VARIANCE_400_#5_Full(#13),42,32,19,7,60,962,1,0,0,1,400,1.67,360,0,0,0,0,0.5,0,0,0,5,1,1,397
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Na,Li,Ru,N,B4_VARIANCE_400_#6_Full(#14),53,23,21,3,34,534,1,0,0,0,400,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,332
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Na,Li,F,Ru,B4_VARIANCE_400_#7_Full(#15),32,29,26,13,41,854,1,0,1,0,400,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,351
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Li,K,F,Ru,B4_VARIANCE_400_#8_Full(#16),43,29,15,13,60,935,1,0,0,1,400,1.67,360,0,0,0,0,0.5,0,0,0,5,1,1,415
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Ru,Ni,Er,Li,B4_BEST_400_#1_High_Quality(#17),53,28,13,6,35,1439,1,0,0,0,400,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,228
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Ru,Ca,Ni,Na,B4_BEST_400_#2_High_Quality(#18),56,26,12,6,34,1440,1,0,1,0,400,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,217
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Ru,K,Li,Pr,B4_BEST_400_#3_High_Quality(#19),42,29,22,7,34,806,1,0,0,0,400,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,191
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Ru,Zn,Ba,Ti,B4_BEST_400_#4_High_Quality(#20),52,25,15,8,44,701,1,0,1,0,400,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,198
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Ru,K,Ni,Li,B4_BEST_400_#5_High_Quality(#21),39,29,27,5,43,1440,1,0,1,0,400,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,204
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Ru,Mn,Ni,K,B4_BEST_400_#6_High_Quality(#22),56,22,15,7,55,1440,1,0,1,0,400,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,220
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Ru,Zn,Er,Gd,B4_BEST_400_#7_High_Quality(#23),47,28,16,9,25,702,1,0,0,0,400,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,214
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Ru,Mn,Ni,Li,B4_BEST_400_#8_High_Quality(#24),54,24,21,1,43,1338,1,0,1,0,400,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,209
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,K,Li,N,Ru,B4_VARIANCE_400_#1_High_Quality(#25),45,26,21,8,60,1440,1,0,0,0,400,1.67,360,0,0,0,0,0.5,0,0,0,5,1,1,377
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Li,Na,N,Ru,B4_VARIANCE_400_#2_High_Quality(#26),39,22,22,17,60,1440,1,0,0,0,400,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,357
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,K,Li,N,Ru,B4_VARIANCE_400_#3_High_Quality(#27),43,28,18,11,50,1440,1,0,1,0,400,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,346
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Na,Li,F,Ru,B4_VARIANCE_400_#4_High_Quality(#28),41,28,21,10,31,1440,1,0,0,0,400,1.67,360,0,0,0,0,0.5,0,0,0,5,1,1,370
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Ru,Li,N,K,B4_VARIANCE_400_#5_High_Quality(#29),32,31,27,10,55,1440,1,0,1,0,400,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,273
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Li,Na,F,Ru,B4_VARIANCE_400_#6_High_Quality(#30),51,27,13,9,32,1190,1,0,1,0,400,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,382
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Ca,Ru,N,Zn,B4_VARIANCE_400_#7_High_Quality(#31),54,21,18,7,60,1440,1,0,0,0,400,1.67,360,0,0,0,0,0.5,0,0,0,5,1,1,302
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Ru,Ca,N,K,B4_VARIANCE_400_#8_High_Quality(#32),59,21,13,7,54,1440,1,0,1,0,400,1.67,360,0,0,0,0,0.5,0,0,0,5,1,1,201
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Ru,Mn,Sm,Li,B4_BEST_500_#1_Full,58,26,12,4,32,1228,1,0,1,0,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,175
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Ru,Mn,Pr,La,B4_BEST_500_#2_Full,56,23,16,5,38,1154,1,0,1,0,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,247
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Ru,Mn,Pr,Ta,B4_BEST_500_#3_Full,55,29,9,7,42,1278,1,0,1,0,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,216
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Ru,Ca,Ba,Gd,B4_BEST_500_#4_Full,51,27,16,6,53,1109,1,0,1,0,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,199
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Ru,Mn,Sr,Pr,B4_BEST_500_#5_Full,47,30,19,4,60,879,1,0,0,0,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,203
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Ru,Mn,Pr,Er,B4_BEST_500_#6_Full,46,39,10,5,49,740,1,0,0,0,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,245
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Ru,Mn,Er,Pr,B4_BEST_500_#7_Full,46,38,14,2,48,968,1,0,0,0,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,255
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Ru,Cr,Er,Nd,B4_BEST_500_#8_Full,46,38,14,2,60,1285,1,0,0,0,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,226
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Li,Sr,Na,Ru,B4_VARIANCE_500_#1_Full(#9),45,28,20,7,60,474,1,0,0,0,500,1.67,360,0,0,0,0,0.5,0,0,0,5,1,1,307
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Ca,Sr,Na,Ru,B4_VARIANCE_500_#2_Full(#10),48,30,13,9,60,451,1,0,0,0,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,264
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Ca,Sr,Na,Ru,B4_VARIANCE_500_#3_Full(#11),43,35,15,7,47,372,1,0,0,0,500,1.67,360,0,0,0,0,0.5,0,0,0,5,1,1,284
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Na,Sr,Li,Ru,B4_VARIANCE_500_#4_Full(#12),41,32,22,5,26,809,1,0,0,0,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,311
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Li,Ba,K,Ru,B4_VARIANCE_500_#5_Full(#13),33,29,25,13,60,713,1,0,0,0,500,1.67,360,0,0,0,0,0.5,0,0,0,5,1,1,295
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Li,Sr,Ti,Ru,B4_VARIANCE_500_#6_Full(#14),47,25,18,10,60,1165,1,0,1,0,500,1.67,360,0,0,0,0,0.5,0,0,0,5,1,1,375
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Li,Sr,K,Ru,B4_VARIANCE_500_#7_Full(#15),55,24,16,5,48,429,1,0,0,1,500,1.67,360,0,0,0,0,0.5,0,0,0,5,1,1,334
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Li,Sr,Na,Ru,B4_VARIANCE_500_#8_Full(#16),44,29,21,6,60,769,1,0,0,1,500,1.67,360,0,0,0,0,0.5,0,0,0,5,1,1,363
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Ru,Ca,Sr,Sm,B4_BEST_500_#1_High_Quality(#17),63,20,12,5,38,778,1,0,0,1,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,226
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Ru,Mn,Er,Ti,B4_BEST_500_#2_High_Quality(#18),58,26,10,6,56,1247,1,0,1,0,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,229
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Ru,Zn,Sr,Nd,B4_BEST_500_#3_High_Quality(#19),55,24,16,5,37,699,1,0,0,0,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,176
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Ru,K,Li,Ce,B4_BEST_500_#4_High_Quality(#20),53,24,16,7,31,957,1,0,0,1,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,242
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Ru,Zn,Sr,Gd,B4_BEST_500_#5_High_Quality(#21),51,36,11,2,43,567,1,0,0,0,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,194
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Ru,Zn,Ca,Nd,B4_BEST_500_#6_High_Quality(#22),47,28,18,7,60,631,1,0,1,0,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,193
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Ru,K,Sr,Nd,B4_BEST_500_#7_High_Quality(#23),41,32,20,7,60,729,1,0,0,0,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,196
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Ru,Ca,Na,Nd,B4_BEST_500_#8_High_Quality(#24),40,30,25,5,60,1004,1,0,0,0,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,189
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Li,Ru,N,In,B4_VARIANCE_500_#1_High_Quality(#25),43,29,21,7,51,1221,1,0,1,0,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,246
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Li,Ru,N,Re,B4_VARIANCE_500_#2_High_Quality(#26),43,30,21,6,37,1177,1,0,0,0,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,230
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Ca,Ru,F,Re,B4_VARIANCE_500_#3_High_Quality(#27),48,25,23,4,51,649,1,0,1,0,500,1.67,360,0,0,0,0,0.5,0,0,0,5,1,1,248
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Na,Ru,N,Au,B4_VARIANCE_500_#4_High_Quality(#28),63,17,14,6,48,1440,1,0,0,0,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,277
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Na,Ru,N,W,B4_VARIANCE_500_#5_High_Quality(#29),54,23,20,3,42,1440,1,0,0,0,500,1.67,360,0,0,0,0,0.5,0,0,0,5,1,1,270
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Na,Li,Ru,Ni,B4_VARIANCE_500_#6_High_Quality(#30),38,29,25,8,30,370,1,0,0,0,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,329
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Na,Li,Ru,Al,B4_VARIANCE_500_#7_High_Quality(#31),46,30,14,10,60,597,1,0,0,0,500,1.67,360,0,0,0,0,0.5,0,0,0,5,1,1,316
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Li,Na,Ru,N,B4_VARIANCE_500_#8_High_Quality(#32),43,29,19,9,50,413,1,0,1,0,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,311
5th batch (Final),Peoples R China,NJU,EXP,0,6/15/2023,0,0,0,Ru,Sr,Ni,Gd,B5_BEST_400_#1_Full(#1),68,16,11,5,31,643,1,1,0,1,400,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,188
5th batch (Final),Peoples R China,NJU,EXP,0,6/15/2023,0,0,0,Ru,Zn,Sr,Pr,B5_BEST_400_#1_Full(#2),65,22,8,5,45,517,1,1,0,1,400,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,190
5th batch (Final),Peoples R China,NJU,EXP,0,6/15/2023,0,0,0,Ru,Zn,Ni,Nd,B5_BEST_400_#1_Full(#3),63,26,9,2,47,561,1,1,0,1,400,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,209
